Id,LivingArea1stFlrSF,LivingArea2ndFlrSF,BathroomFullTotal,BathroomHalfTotal,Bedrooms,Fireplaces,GarageAreaSF,GarageCars,GarageYrBlt,LivingAreaTotalSF,KitchenAbvGr,LotAreaSF,LotFrontageFeet,MiscVal,MoSold,Porch3SeasonSF,PorchEnclosedSF,PorchOpenSF,PorchScreenSF,SalePrice,BsmtTotalSF,YearBuilt,YearRemodAdd,YrSold,BuildingAreaTotalSF,OtherRooms,MSZoning,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasonryVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,HeatingQC,CentralAir,Electrical,KitchenQual,GarageType,GarageFinish,PavedDrive,SaleType,SaleCondition,MasonryVnr,WoodDeck,Pool,MSSubClass,OverallCond
712,859,319,1,0,2,0,384,1,1964.0,1178,1,8712,66.0,0,1,0,98,0,0,102776,859,1900,1950,2010,2037,5,C (all),Reg,Inside,IDOTRR,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,Stone,TA,TA,Mn,Unf,Gd,Y,SBrkr,TA,Detchd,RFn,N,WD,Abnorml,N,Y,N,50,7
713,1228,0,3,0,2,1,472,2,1988.0,1228,1,4671,40.0,0,10,0,0,120,0,189000,1228,1988,1989,2008,2456,3,RL,IR1,Inside,StoneBr,Norm,TwnhsE,1Story,Gable,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,Gd,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,N,Y,N,120,5
714,960,0,2,0,3,0,576,2,1970.0,960,1,9873,60.0,0,5,0,0,288,0,129000,960,1970,1970,2006,1920,3,RL,Reg,Inside,BrkSide,RRAn,2fmCon,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,TA,N,SBrkr,TA,Detchd,Unf,Y,WD,Normal,Y,N,N,190,5
715,725,754,2,1,3,0,475,2,1976.0,1479,1,13517,70.0,0,3,0,0,44,0,130500,725,1976,2005,2010,2204,3,RL,IR1,CulDSac,Sawyer,RRAe,1Fam,2Story,Gable,HdBoard,Plywood,BrkFace,Gd,TA,CBlock,TA,TA,No,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,Y,N,N,60,8
716,1350,0,2,0,3,1,478,2,1974.0,1350,1,10140,78.0,0,8,0,0,0,0,165000,1064,1974,1974,2009,2414,4,RL,Reg,Inside,NWAmes,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,TA,Y,SBrkr,TA,Attchd,RFn,Y,WD,Normal,Y,N,N,20,5
717,1576,978,1,1,3,0,704,2,1996.0,2554,1,10800,60.0,0,7,0,143,48,0,159500,718,1890,1998,2007,3272,5,RM,Reg,Inside,OldTown,Norm,1Fam,2Story,Gable,Wd Sdng,VinylSd,None,TA,Gd,BrkTil,TA,TA,No,Unf,Ex,Y,SBrkr,TA,Detchd,Unf,P,WD,Normal,N,N,N,70,8
718,1178,0,1,2,3,1,439,2,1973.0,1178,1,10000,80.0,0,11,0,0,0,0,157000,1176,1973,2000,2008,2354,2,RL,Reg,Inside,NWAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,No,BLQ,Gd,Y,SBrkr,Gd,Attchd,Unf,Y,WD,Normal,N,Y,N,20,6
719,1325,1093,3,1,3,1,983,3,1993.0,2418,1,10542,96.0,0,8,0,216,154,0,341000,1311,1993,1994,2008,3729,6,RL,Reg,Inside,NoRidge,Norm,1Fam,2Story,Hip,Wd Sdng,ImStucc,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,Y,Y,N,60,5
720,971,0,1,1,3,1,300,1,1969.0,971,1,9920,69.0,0,5,0,0,0,0,128500,971,1969,1969,2006,1942,2,RL,IR1,Inside,CollgCr,Norm,1Fam,1Story,Gable,HdBoard,Plywood,None,TA,TA,CBlock,Gd,TA,Gd,ALQ,TA,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,N,N,N,20,6
721,1742,0,3,0,2,1,564,2,1985.0,1742,1,6563,70.0,0,12,0,234,28,0,275000,1742,1985,1985,2006,3484,3,RL,IR1,CulDSac,StoneBr,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,Gd,GLQ,TA,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,Y,N,120,5
722,848,0,2,0,1,0,420,2,2004.0,848,1,4426,70.0,0,5,0,0,0,0,143000,848,2004,2004,2010,1696,2,RM,Reg,Inside,CollgCr,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,Y,Y,N,120,5
723,864,0,1,0,3,0,463,2,1994.0,864,1,8120,70.0,0,7,0,0,0,0,124500,864,1970,1970,2009,1728,2,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,Ex,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,N,N,N,20,7
724,997,473,2,0,4,0,548,1,1958.0,1470,1,8172,60.0,0,5,0,0,0,156,135000,941,1954,1972,2008,2411,3,RL,Reg,Inside,Edwards,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,Ex,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,N,N,N,50,6
725,1698,0,3,0,3,1,768,3,2007.0,1698,1,13286,86.0,0,2,0,0,64,0,320000,1698,2007,2008,2009,3396,5,RL,IR1,Inside,Edwards,Norm,1Fam,1Story,Hip,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,Ex,Y,SBrkr,Ex,Attchd,Fin,Y,WD,Normal,Y,Y,N,20,5
726,864,0,1,0,3,0,660,2,1989.0,864,1,6960,60.0,500,11,0,0,0,0,120500,864,1970,1970,2009,1728,2,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,Gable,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,TA,Y,SBrkr,Gd,Detchd,Unf,Y,WD,Normal,N,Y,N,20,6
727,1680,0,3,0,3,1,540,2,1988.0,1680,1,21695,70.0,0,12,182,0,44,0,222000,880,1988,2007,2009,2560,2,RL,IR1,Corner,Crawfor,Norm,1Fam,1Story,Hip,Wd Sdng,Plywood,BrkFace,Gd,Gd,CBlock,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,Y,Y,N,20,9
728,1232,0,3,0,2,0,632,2,2007.0,1232,1,7314,64.0,0,2,0,0,0,0,194500,1232,2007,2007,2009,2464,4,RL,Reg,Inside,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,Y,Y,N,20,5
729,1776,0,3,0,4,0,888,3,1968.0,1776,2,11475,85.0,0,7,0,0,25,0,110000,1584,1958,1958,2009,3360,5,RL,Reg,Corner,NAmes,Norm,Duplex,1Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,TA,Y,SBrkr,TA,Detchd,Unf,Y,COD,Abnorml,Y,N,N,90,5
730,848,0,1,0,2,0,539,2,1962.0,1208,1,6240,52.0,0,1,0,112,23,0,103000,780,1925,1950,2009,1988,3,RM,Reg,Inside,IDOTRR,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,TA,Y,FuseA,TA,Detchd,Unf,Y,WD,Normal,N,N,N,30,5
731,1616,0,3,0,2,1,608,2,1995.0,1616,1,5389,39.0,0,3,0,0,152,0,236500,1595,1995,1996,2010,3211,3,RL,IR1,Inside,StoneBr,Norm,TwnhsE,1Story,Gable,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,Y,N,120,5
732,1146,0,3,0,3,1,438,2,2003.0,1146,1,9590,73.0,0,5,0,0,22,0,187500,868,2003,2003,2007,2014,3,RL,IR1,Corner,Timber,Norm,1Fam,SLvl,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,Y,Y,N,80,5
733,1153,878,2,1,3,1,541,2,1998.0,2031,1,11404,75.0,0,7,0,0,84,0,222500,1153,1998,1999,2008,3184,5,RL,IR1,Inside,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,Y,Y,N,60,5
734,1144,0,2,0,3,1,264,1,1961.0,1144,1,10000,80.0,400,3,0,0,0,0,131400,864,1961,1983,2009,2008,3,RL,Reg,Corner,Sawyer,Feedr,1Fam,1Story,Hip,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Ex,Y,SBrkr,TA,Attchd,RFn,Y,WD,Normal,N,Y,N,20,6
735,948,0,1,0,3,0,300,1,1968.0,948,1,8978,70.0,0,5,0,0,0,0,108000,948,1968,1968,2007,1896,3,RL,IR1,Corner,Sawyer,Norm,1Fam,1Story,Gable,Plywood,Plywood,None,TA,TA,PConc,TA,TA,No,Unf,TA,Y,SBrkr,TA,Attchd,Unf,Y,WD,Family,N,Y,N,20,5
736,880,888,1,1,2,2,320,2,1914.0,1768,1,10800,60.0,0,10,0,0,341,0,163000,880,1914,1970,2006,2648,4,RM,Reg,Inside,OldTown,Norm,1Fam,2.5Unf,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Gd,TA,Mn,Rec,Fa,N,SBrkr,TA,Detchd,Unf,N,WD,Normal,N,N,N,75,7
737,1040,0,2,0,2,0,400,2,1949.0,1040,2,8544,60.0,0,7,0,0,0,0,93500,0,1950,1950,2006,1040,4,RL,Reg,Inside,NAmes,Norm,Duplex,1Story,Gable,Stucco,Stone,None,TA,TA,CBlock,TA,TA,No,Unf,Gd,N,FuseF,TA,Detchd,Unf,Y,WD,Normal,N,N,N,90,4
738,901,900,2,1,3,1,800,3,2005.0,1801,1,10463,72.0,0,6,0,0,116,0,239900,893,2005,2005,2006,2694,5,RL,IR1,CulDSac,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,N,N,N,60,5
739,1200,0,6,0,3,0,0,0,1979.0,1200,1,10800,60.0,0,3,0,0,0,0,179000,1200,1987,1988,2009,2400,2,RL,Reg,Inside,Edwards,Norm,Duplex,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,Gd,Gd,Gd,GLQ,TA,Y,SBrkr,TA,Attchd,Unf,Y,WD,Alloca,N,Y,N,90,5
740,864,864,2,1,3,0,572,2,2004.0,1728,1,9313,65.0,0,4,0,0,56,0,190000,864,2004,2004,2009,2592,4,RL,IR1,Inside,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,Y,N,60,5
741,768,664,2,0,2,0,360,2,1910.0,1432,1,9600,60.0,0,5,0,112,0,0,132000,264,1910,2002,2007,1696,5,RM,Reg,Inside,OldTown,Norm,1Fam,2Story,Gable,Wd Sdng,Wd Shng,None,TA,Gd,BrkTil,Fa,Fa,No,Unf,Ex,Y,SBrkr,TA,Detchd,Unf,Y,WD,Abnorml,N,Y,N,70,7
742,912,0,2,1,3,0,288,1,1962.0,912,1,6768,65.0,0,5,0,0,0,0,142000,912,1961,1996,2008,1824,2,RL,IR1,Inside,Sawyer,Feedr,1Fam,1Story,Hip,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,TA,Mn,GLQ,Gd,Y,SBrkr,Gd,Detchd,Unf,Y,WD,Normal,N,Y,N,20,8
743,1349,0,2,0,3,0,539,2,2000.0,1349,1,8450,65.0,0,12,0,0,55,0,179000,1349,2000,2001,2007,2698,3,RL,Reg,Inside,SawyerW,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,Y,Y,N,20,5
744,1464,0,2,1,3,1,480,2,1997.0,1464,1,12886,70.0,0,10,0,0,0,100,175000,520,1963,1999,2009,1984,3,RL,IR1,Inside,Sawyer,Norm,1Fam,SLvl,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Av,ALQ,Ex,Y,SBrkr,TA,Attchd,RFn,Y,WD,Normal,N,Y,N,80,6
745,1337,0,3,0,2,1,462,2,1993.0,1337,1,5395,41.0,0,10,168,70,0,0,180000,1337,1993,1993,2008,2674,3,RL,IR1,Inside,StoneBr,Norm,TwnhsE,1Story,Gable,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,No,GLQ,Gd,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,Y,N,120,5
746,1175,1540,3,2,4,2,831,2,1994.0,2715,1,8963,70.0,0,7,0,0,204,0,299800,1142,1976,1996,2008,3857,7,RL,IR1,Inside,NWAmes,Norm,1Fam,2Story,Hip,VinylSd,VinylSd,BrkFace,Ex,Gd,CBlock,TA,Gd,No,GLQ,Ex,Y,SBrkr,Gd,BuiltIn,Fin,Y,WD,Normal,Y,N,N,60,9
747,980,1276,2,1,4,1,554,2,2000.0,2256,1,8795,70.0,0,4,0,0,54,0,236000,952,2000,2000,2009,3208,4,RL,IR1,Inside,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,BuiltIn,Fin,Y,WD,Normal,N,Y,N,60,5
748,1320,1320,1,1,4,1,864,4,1950.0,2640,1,11700,65.0,0,5,0,386,0,0,265979,1240,1880,2003,2009,3880,4,RM,IR1,Corner,OldTown,Norm,1Fam,2Story,Mansard,Stucco,Stucco,None,Gd,TA,Stone,TA,Fa,No,Unf,TA,N,SBrkr,Gd,Detchd,Unf,N,WD,Normal,N,Y,N,70,7
749,1720,0,3,0,3,1,527,2,1996.0,1720,1,10593,59.0,0,3,0,154,56,0,260400,1720,1996,1996,2010,3440,4,RL,IR1,Inside,NoRidge,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,Y,Y,N,20,5
750,1088,441,2,0,4,0,240,1,1945.0,1529,1,8405,50.0,0,4,0,185,0,0,98000,0,1945,1950,2009,1529,5,RL,Reg,Inside,Edwards,Norm,1Fam,1.5Fin,Gable,WdShing,Wd Shng,None,TA,TA,Slab,TA,TA,No,Unf,TA,N,FuseF,TA,Detchd,Unf,N,WD,Normal,N,Y,N,50,3
751,792,348,1,0,3,0,0,0,1979.0,1140,1,8800,55.0,0,6,0,0,160,0,96500,576,1910,2004,2010,1716,4,RM,Reg,Corner,OldTown,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,Fa,No,Unf,Gd,Y,SBrkr,TA,Attchd,Unf,N,WD,Normal,N,N,N,50,7
752,660,660,2,1,3,0,400,2,2003.0,1320,1,7750,70.0,0,8,0,0,48,0,162000,660,2003,2003,2007,1980,3,RL,Reg,Inside,Gilbert,RRAn,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,N,N,N,60,5
753,1494,0,3,0,3,0,576,2,1997.0,1494,1,9236,79.0,0,7,0,0,27,0,217000,1479,1997,1997,2006,2973,3,RL,IR1,Inside,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,TA,Gd,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,Y,N,20,5
754,1038,1060,2,1,3,1,878,3,2005.0,2098,1,10240,80.0,0,3,0,0,52,0,275500,1030,2005,2005,2006,3128,5,RL,Reg,Inside,NridgHt,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,Unf,Gd,Y,SBrkr,Ex,Attchd,RFn,Y,WD,Normal,Y,Y,N,60,5
755,1026,0,2,0,3,0,440,2,1969.0,1026,1,7930,61.0,0,7,0,0,48,0,156000,1026,1969,2005,2009,2052,2,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,GLQ,Gd,Y,SBrkr,Gd,Detchd,RFn,Y,WD,Normal,N,Y,N,20,8
756,742,729,2,1,3,0,440,2,1999.0,1471,1,3230,34.0,0,3,0,0,24,0,172500,729,1999,1999,2009,2200,3,FV,Reg,Inside,Somerst,Norm,TwnhsE,2Story,Gable,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Gd,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,Y,N,N,160,5
757,866,902,2,1,3,0,578,2,2007.0,1768,1,10769,68.0,0,4,0,0,105,0,212000,866,2007,2007,2009,2634,4,RL,IR1,Inside,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,Y,N,60,5
758,672,714,2,1,3,1,440,2,1978.0,1386,1,11616,70.0,0,4,0,0,0,0,158900,672,1978,1978,2010,2058,3,RL,IR1,CulDSac,Sawyer,Norm,1Fam,2Story,Hip,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,TA,TA,Mn,Rec,TA,Y,SBrkr,TA,Attchd,Fin,Y,WD,Abnorml,Y,Y,N,60,5
759,757,744,2,1,3,0,440,2,1999.0,1501,1,2280,24.0,0,8,0,0,0,0,179400,744,1999,1999,2008,2245,3,FV,Reg,Inside,Somerst,Norm,Twnhs,2Story,Gable,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,ALQ,Gd,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,Y,N,N,160,5
760,1328,1203,2,1,4,1,752,3,1995.0,2531,1,12257,65.0,0,11,0,0,98,0,290000,1318,1995,1995,2007,3849,5,RL,IR1,Inside,NoRidge,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,LwQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,Y,Y,N,60,5
761,864,0,1,0,2,0,300,1,2008.0,864,1,9100,70.0,450,10,0,0,0,0,127500,864,1959,1959,2009,1728,3,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Ex,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,N,N,N,20,6
762,1301,0,1,0,2,0,440,2,1965.0,1301,1,6911,60.0,0,10,0,0,0,0,100000,1145,1924,1950,2009,2446,3,RM,Reg,FR2,BrkSide,Feedr,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,Mn,LwQ,TA,Y,SBrkr,Fa,Detchd,Unf,Y,WD,Normal,N,N,N,30,5
763,764,783,2,1,3,0,614,2,2009.0,1547,1,8640,72.0,0,6,0,0,45,0,215200,756,2009,2009,2010,2303,4,FV,Reg,Inside,Somerst,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Mn,GLQ,Ex,Y,SBrkr,Gd,Attchd,Unf,Y,Con,Normal,N,Y,N,60,5
764,1268,1097,3,1,3,1,856,3,1999.0,2365,1,9430,82.0,0,7,0,0,128,180,337000,1252,1999,1999,2009,3617,5,RL,Reg,Inside,NoRidge,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,Y,N,N,60,5
765,1494,0,2,1,2,1,481,2,1995.0,1494,1,9549,30.0,0,4,0,0,30,216,270000,1494,1995,1996,2006,2988,4,RL,IR1,CulDSac,Veenker,Norm,TwnhsE,1Story,Hip,BrkFace,BrkFace,None,Gd,Gd,PConc,Gd,Gd,Av,LwQ,Ex,Y,SBrkr,Ex,Attchd,Fin,Y,WD,Normal,N,N,N,120,5
766,1506,0,2,0,2,1,592,2,2008.0,1506,1,14587,75.0,0,8,0,0,174,0,264132,1498,2008,2008,2008,3004,4,RL,IR1,Inside,Somerst,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Ex,Attchd,Fin,Y,New,Partial,Y,N,N,20,5
767,980,734,2,1,3,1,496,2,1988.0,1714,1,10421,80.0,500,3,0,156,66,0,196500,980,1988,1988,2010,2694,4,RL,Reg,Inside,NWAmes,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,GLQ,TA,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,Y,Y,N,60,5
768,983,767,3,0,4,0,423,1,1989.0,1750,1,12508,75.0,1300,7,0,156,0,0,160000,983,1940,1985,2008,2733,3,RL,IR1,Inside,Mitchel,Norm,1Fam,1.5Fin,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,Mn,ALQ,Ex,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,N,Y,N,50,7
769,1836,0,2,0,3,1,484,2,2004.0,1836,1,9100,70.0,0,10,0,0,33,0,216837,1860,2004,2005,2006,3696,5,RL,Reg,Inside,CollgCr,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,N,Y,N,20,5
770,1690,1589,4,1,4,1,841,3,2003.0,3279,1,53504,47.0,0,6,0,0,36,210,538000,1650,2003,2003,2010,4929,8,RL,IR2,CulDSac,StoneBr,Norm,1Fam,2Story,Hip,CemntBd,Wd Shng,BrkFace,Ex,TA,PConc,Gd,TA,Gd,ALQ,Ex,Y,SBrkr,Ex,BuiltIn,Fin,Y,WD,Normal,Y,Y,N,60,5
771,858,0,2,0,2,0,576,2,1983.0,858,1,7252,70.0,0,4,0,0,0,0,134900,858,1982,1982,2009,1716,3,RL,IR1,CulDSac,Sawyer,Norm,1Fam,SFoyer,Hip,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Gd,TA,Av,GLQ,TA,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,N,Y,N,85,5
772,1220,0,1,0,2,0,396,2,1951.0,1220,1,8877,67.0,0,4,0,0,0,0,102000,836,1951,1951,2006,2056,4,RL,Reg,Inside,Edwards,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Fa,Fa,No,LwQ,TA,Y,FuseF,TA,Detchd,Unf,Y,COD,Normal,N,N,N,20,5
773,1117,0,2,0,3,1,672,2,1976.0,1117,1,7819,94.0,0,3,0,0,0,0,107000,1029,1976,1976,2010,2146,3,RL,Reg,Inside,Edwards,Norm,1Fam,SLvl,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Av,ALQ,TA,Y,SBrkr,TA,Detchd,Unf,Y,WD,Abnorml,N,Y,N,80,5
774,912,0,1,0,2,0,275,1,1958.0,912,1,10150,70.0,0,7,0,0,0,0,114500,912,1958,1958,2007,1824,3,RL,Reg,Inside,NAmes,Feedr,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Ex,Y,FuseA,TA,Attchd,RFn,Y,COD,Normal,Y,N,N,20,5
775,1973,0,2,0,3,1,895,3,2006.0,1973,1,14226,110.0,0,7,0,0,45,0,395000,1935,2006,2006,2007,3908,6,RL,Reg,Corner,NridgHt,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Gd,Y,SBrkr,Gd,Attchd,Fin,Y,New,Partial,Y,Y,N,20,5
776,1204,0,3,0,2,0,412,2,1998.0,1204,1,4500,32.0,0,6,0,0,247,0,162000,1204,1998,1998,2009,2408,3,RM,Reg,FR2,Mitchel,Norm,TwnhsE,1Story,Hip,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,Ex,Y,SBrkr,TA,Attchd,Fin,Y,WD,Normal,Y,N,N,120,5
777,1614,0,2,0,3,0,865,3,2005.0,1614,1,11210,86.0,0,7,0,0,59,0,221500,1614,2005,2006,2006,3228,4,RL,IR1,Inside,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,New,Partial,Y,Y,N,20,5
778,894,0,2,0,3,1,440,2,1974.0,894,1,13350,100.0,0,6,0,0,0,0,142500,864,1974,1974,2006,1758,2,RL,IR1,Inside,Sawyer,Norm,1Fam,1Story,Hip,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,TA,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,N,Y,N,20,5
779,2020,0,2,0,4,2,630,2,1977.0,2020,2,8400,60.0,0,10,0,0,0,0,144000,0,1977,1977,2007,2020,6,RH,Reg,Inside,SawyerW,Feedr,Duplex,1Story,Gable,Plywood,Plywood,BrkFace,TA,TA,Slab,TA,TA,No,Unf,TA,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,Y,N,N,90,5
780,1004,0,2,0,2,0,504,2,1977.0,1004,1,10530,78.0,0,5,0,0,0,0,135000,975,1977,1977,2006,1979,2,RL,Reg,Inside,Mitchel,Norm,Duplex,SFoyer,Gable,Plywood,ImStucc,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,TA,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,Y,N,N,90,5
781,1253,0,2,0,3,1,402,2,1995.0,1253,1,7875,63.0,0,6,0,0,21,0,176000,1237,1995,1996,2007,2490,3,RL,Reg,Inside,Gilbert,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,Gd,No,Unf,Gd,Y,SBrkr,TA,Attchd,Fin,Y,WD,Normal,Y,Y,N,20,5
782,810,793,2,1,3,0,484,2,1992.0,1603,1,7153,65.0,0,7,0,0,124,0,175900,761,1992,1992,2006,2364,4,RL,Reg,Inside,SawyerW,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,TA,No,ALQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,N,N,60,5
